old_url,new_url,id,date
/discussion.cgi?disc=199610;article=310039;title=PPC%20Posting%20Board,/archive/2017/07b#post-158844,158844,2017-07-16 04:33:00 UTC
/discussion.cgi?disc=199610;article=310026;title=PPC%20Posting%20Board,/archive/2017/07b#post-158845,158845,2017-07-14 15:20:00 UTC
/discussion.cgi?disc=199610;article=310086;title=PPC%20Posting%20Board,/archive/2017/07b#post-158846,158846,2017-07-18 00:24:00 UTC
/discussion.cgi?disc=199610;article=310060;title=PPC%20Posting%20Board,/archive/2017/07b#post-158847,158847,2017-07-17 08:55:00 UTC
/discussion.cgi?disc=199610;article=310031;title=PPC%20Posting%20Board,/archive/2017/07b#post-158848,158848,2017-07-14 18:44:00 UTC
/discussion.cgi?disc=199610;article=310056;title=PPC%20Posting%20Board,/archive/2017/07b#post-158849,158849,2017-07-16 16:46:00 UTC
/discussion.cgi?disc=199610;article=310061;title=PPC%20Posting%20Board,/archive/2017/07b#post-158850,158850,2017-07-17 09:03:00 UTC
/discussion.cgi?disc=199610;article=310088;title=PPC%20Posting%20Board,/archive/2017/07b#post-158851,158851,2017-07-18 01:46:00 UTC
/discussion.cgi?disc=199610;article=310089;title=PPC%20Posting%20Board,/archive/2017/07b#post-158852,158852,2017-07-18 06:33:00 UTC
/discussion.cgi?disc=199610;article=310116;title=PPC%20Posting%20Board,/archive/2017/07b#post-158853,158853,2017-07-18 21:31:00 UTC
/discussion.cgi?disc=199610;article=310117;title=PPC%20Posting%20Board,/archive/2017/07b#post-158854,158854,2017-07-18 23:13:00 UTC
/discussion.cgi?disc=199610;article=310065;title=PPC%20Posting%20Board,/archive/2017/07b#post-158855,158855,2017-07-17 10:36:00 UTC
/discussion.cgi?disc=199610;article=310079;title=PPC%20Posting%20Board,/archive/2017/07b#post-158856,158856,2017-07-17 21:43:00 UTC
/discussion.cgi?disc=199610;article=310080;title=PPC%20Posting%20Board,/archive/2017/07b#post-158857,158857,2017-07-17 22:32:00 UTC
/discussion.cgi?disc=199610;article=310066;title=PPC%20Posting%20Board,/archive/2017/07b#post-158858,158858,2017-07-17 11:47:00 UTC
/discussion.cgi?disc=199610;article=310057;title=PPC%20Posting%20Board,/archive/2017/07b#post-158859,158859,2017-07-16 16:54:00 UTC
/discussion.cgi?disc=199610;article=310032;title=PPC%20Posting%20Board,/archive/2017/07b#post-158860,158860,2017-07-14 20:01:00 UTC
/discussion.cgi?disc=199610;article=310030;title=PPC%20Posting%20Board,/archive/2017/07b#post-158861,158861,2017-07-14 15:51:00 UTC
/discussion.cgi?disc=199610;article=309990;title=PPC%20Posting%20Board,/archive/2017/07b#post-158862,158862,2017-07-12 10:24:00 UTC
/discussion.cgi?disc=199610;article=310097;title=PPC%20Posting%20Board,/archive/2017/07b#post-158863,158863,2017-07-18 11:33:00 UTC
/discussion.cgi?disc=199610;article=310113;title=PPC%20Posting%20Board,/archive/2017/07b#post-158864,158864,2017-07-18 18:40:00 UTC
/discussion.cgi?disc=199610;article=310110;title=PPC%20Posting%20Board,/archive/2017/07b#post-158865,158865,2017-07-18 17:22:00 UTC
/discussion.cgi?disc=199610;article=310070;title=PPC%20Posting%20Board,/archive/2017/07b#post-158866,158866,2017-07-17 16:18:00 UTC
/discussion.cgi?disc=199610;article=310073;title=PPC%20Posting%20Board,/archive/2017/07b#post-158867,158867,2017-07-17 17:18:00 UTC
/discussion.cgi?disc=199610;article=310077;title=PPC%20Posting%20Board,/archive/2017/07b#post-158868,158868,2017-07-17 19:25:00 UTC
/discussion.cgi?disc=199610;article=310055;title=PPC%20Posting%20Board,/archive/2017/07b#post-158869,158869,2017-07-16 15:31:00 UTC
/discussion.cgi?disc=199610;article=310058;title=PPC%20Posting%20Board,/archive/2017/07b#post-158870,158870,2017-07-16 21:42:00 UTC
/discussion.cgi?disc=199610;article=310075;title=PPC%20Posting%20Board,/archive/2017/07b#post-158871,158871,2017-07-17 18:55:00 UTC
/discussion.cgi?disc=199610;article=310078;title=PPC%20Posting%20Board,/archive/2017/07b#post-158872,158872,2017-07-17 19:32:00 UTC
/discussion.cgi?disc=199610;article=310022;title=PPC%20Posting%20Board,/archive/2017/07b#post-158873,158873,2017-07-14 02:45:00 UTC
/discussion.cgi?disc=199610;article=310023;title=PPC%20Posting%20Board,/archive/2017/07b#post-158874,158874,2017-07-14 09:33:00 UTC
/discussion.cgi?disc=199610;article=310087;title=PPC%20Posting%20Board,/archive/2017/07b#post-158875,158875,2017-07-18 00:49:00 UTC
/discussion.cgi?disc=199610;article=310096;title=PPC%20Posting%20Board,/archive/2017/07b#post-158876,158876,2017-07-18 11:24:00 UTC
/discussion.cgi?disc=199610;article=310119;title=PPC%20Posting%20Board,/archive/2017/07b#post-158877,158877,2017-07-19 00:42:00 UTC
/discussion.cgi?disc=199610;article=310001;title=PPC%20Posting%20Board,/archive/2017/07b#post-158878,158878,2017-07-12 15:25:00 UTC
/discussion.cgi?disc=199610;article=309991;title=PPC%20Posting%20Board,/archive/2017/07b#post-158879,158879,2017-07-12 10:31:00 UTC
/discussion.cgi?disc=199610;article=310100;title=PPC%20Posting%20Board,/archive/2017/07b#post-158880,158880,2017-07-18 13:13:00 UTC
/discussion.cgi?disc=199610;article=310112;title=PPC%20Posting%20Board,/archive/2017/07b#post-158881,158881,2017-07-18 18:37:00 UTC
/discussion.cgi?disc=199610;article=310105;title=PPC%20Posting%20Board,/archive/2017/07b#post-158882,158882,2017-07-18 15:21:00 UTC
/discussion.cgi?disc=199610;article=310106;title=PPC%20Posting%20Board,/archive/2017/07b#post-158883,158883,2017-07-18 15:49:00 UTC
/discussion.cgi?disc=199610;article=310109;title=PPC%20Posting%20Board,/archive/2017/07b#post-158884,158884,2017-07-18 17:19:00 UTC
/discussion.cgi?disc=199610;article=310107;title=PPC%20Posting%20Board,/archive/2017/07b#post-158885,158885,2017-07-18 15:56:00 UTC
/discussion.cgi?disc=199610;article=310111;title=PPC%20Posting%20Board,/archive/2017/07b#post-158886,158886,2017-07-18 17:50:00 UTC
/discussion.cgi?disc=199610;article=310024;title=PPC%20Posting%20Board,/archive/2017/07b#post-158887,158887,2017-07-14 10:45:00 UTC
/discussion.cgi?disc=199610;article=310019;title=PPC%20Posting%20Board,/archive/2017/07b#post-158888,158888,2017-07-13 16:00:00 UTC
/discussion.cgi?disc=199610;article=310014;title=PPC%20Posting%20Board,/archive/2017/07b#post-158889,158889,2017-07-13 11:20:00 UTC
/discussion.cgi?disc=199610;article=310013;title=PPC%20Posting%20Board,/archive/2017/07b#post-158890,158890,2017-07-13 09:24:00 UTC
/discussion.cgi?disc=199610;article=310015;title=PPC%20Posting%20Board,/archive/2017/07b#post-158891,158891,2017-07-13 11:21:00 UTC
/discussion.cgi?disc=199610;article=309997;title=PPC%20Posting%20Board,/archive/2017/07b#post-158892,158892,2017-07-12 14:02:00 UTC
/discussion.cgi?disc=199610;article=309992;title=PPC%20Posting%20Board,/archive/2017/07b#post-158893,158893,2017-07-12 12:08:00 UTC
/discussion.cgi?disc=199610;article=310063;title=PPC%20Posting%20Board,/archive/2017/07b#post-158894,158894,2017-07-17 10:14:00 UTC
/discussion.cgi?disc=199610;article=310076;title=PPC%20Posting%20Board,/archive/2017/07b#post-158895,158895,2017-07-17 18:56:00 UTC
/discussion.cgi?disc=199610;article=309994;title=PPC%20Posting%20Board,/archive/2017/07b#post-158896,158896,2017-07-12 12:31:00 UTC
/discussion.cgi?disc=199610;article=309995;title=PPC%20Posting%20Board,/archive/2017/07b#post-158897,158897,2017-07-12 12:44:00 UTC
/discussion.cgi?disc=199610;article=309996;title=PPC%20Posting%20Board,/archive/2017/07b#post-158898,158898,2017-07-12 13:11:00 UTC
/discussion.cgi?disc=199610;article=310002;title=PPC%20Posting%20Board,/archive/2017/07b#post-158899,158899,2017-07-12 15:50:00 UTC
/discussion.cgi?disc=199610;article=310005;title=PPC%20Posting%20Board,/archive/2017/07b#post-158900,158900,2017-07-12 17:56:00 UTC
/discussion.cgi?disc=199610;article=310007;title=PPC%20Posting%20Board,/archive/2017/07b#post-158901,158901,2017-07-12 19:35:00 UTC
/discussion.cgi?disc=199610;article=310008;title=PPC%20Posting%20Board,/archive/2017/07b#post-158902,158902,2017-07-12 20:02:00 UTC
/discussion.cgi?disc=199610;article=309965;title=PPC%20Posting%20Board,/archive/2017/07b#post-158903,158903,2017-07-10 18:55:00 UTC
/discussion.cgi?disc=199610;article=310033;title=PPC%20Posting%20Board,/archive/2017/07b#post-158904,158904,2017-07-14 22:18:00 UTC
/discussion.cgi?disc=199610;article=310020;title=PPC%20Posting%20Board,/archive/2017/07b#post-158905,158905,2017-07-13 20:26:00 UTC
/discussion.cgi?disc=199610;article=309971;title=PPC%20Posting%20Board,/archive/2017/07b#post-158906,158906,2017-07-11 11:04:00 UTC
/discussion.cgi?disc=199610;article=309972;title=PPC%20Posting%20Board,/archive/2017/07b#post-158907,158907,2017-07-11 12:35:00 UTC
/discussion.cgi?disc=199610;article=309976;title=PPC%20Posting%20Board,/archive/2017/07b#post-158908,158908,2017-07-11 13:09:00 UTC
/discussion.cgi?disc=199610;article=309978;title=PPC%20Posting%20Board,/archive/2017/07b#post-158909,158909,2017-07-11 14:14:00 UTC
/discussion.cgi?disc=199610;article=309966;title=PPC%20Posting%20Board,/archive/2017/07b#post-158910,158910,2017-07-10 20:06:00 UTC
/discussion.cgi?disc=199610;article=309973;title=PPC%20Posting%20Board,/archive/2017/07b#post-158911,158911,2017-07-11 12:36:00 UTC
/discussion.cgi?disc=199610;article=309979;title=PPC%20Posting%20Board,/archive/2017/07b#post-158912,158912,2017-07-11 14:46:00 UTC
/discussion.cgi?disc=199610;article=309958;title=PPC%20Posting%20Board,/archive/2017/07b#post-158913,158913,2017-07-10 15:53:00 UTC
/discussion.cgi?disc=199610;article=309985;title=PPC%20Posting%20Board,/archive/2017/07b#post-158914,158914,2017-07-11 22:15:00 UTC
/discussion.cgi?disc=199610;article=309970;title=PPC%20Posting%20Board,/archive/2017/07b#post-158915,158915,2017-07-11 10:46:00 UTC
/discussion.cgi?disc=199610;article=309974;title=PPC%20Posting%20Board,/archive/2017/07b#post-158916,158916,2017-07-11 12:54:00 UTC
/discussion.cgi?disc=199610;article=309975;title=PPC%20Posting%20Board,/archive/2017/07b#post-158917,158917,2017-07-11 13:06:00 UTC
/discussion.cgi?disc=199610;article=309977;title=PPC%20Posting%20Board,/archive/2017/07b#post-158918,158918,2017-07-11 13:09:00 UTC
/discussion.cgi?disc=199610;article=309953;title=PPC%20Posting%20Board,/archive/2017/07b#post-158919,158919,2017-07-10 13:48:00 UTC
/discussion.cgi?disc=199610;article=310074;title=PPC%20Posting%20Board,/archive/2017/07b#post-158920,158920,2017-07-17 17:27:00 UTC
/discussion.cgi?disc=199610;article=310092;title=PPC%20Posting%20Board,/archive/2017/07b#post-158921,158921,2017-07-18 10:49:00 UTC
/discussion.cgi?disc=199610;article=310034;title=PPC%20Posting%20Board,/archive/2017/07b#post-158922,158922,2017-07-15 13:51:00 UTC
/discussion.cgi?disc=199610;article=310062;title=PPC%20Posting%20Board,/archive/2017/07b#post-158923,158923,2017-07-17 09:44:00 UTC
/discussion.cgi?disc=199610;article=310067;title=PPC%20Posting%20Board,/archive/2017/07b#post-158924,158924,2017-07-17 13:55:00 UTC
/discussion.cgi?disc=199610;article=310025;title=PPC%20Posting%20Board,/archive/2017/07b#post-158925,158925,2017-07-14 11:24:00 UTC
/discussion.cgi?disc=199610;article=310029;title=PPC%20Posting%20Board,/archive/2017/07b#post-158926,158926,2017-07-14 15:38:00 UTC
/discussion.cgi?disc=199610;article=310021;title=PPC%20Posting%20Board,/archive/2017/07b#post-158927,158927,2017-07-13 20:32:00 UTC
/discussion.cgi?disc=199610;article=310028;title=PPC%20Posting%20Board,/archive/2017/07b#post-158928,158928,2017-07-14 15:38:00 UTC
/discussion.cgi?disc=199610;article=310016;title=PPC%20Posting%20Board,/archive/2017/07b#post-158929,158929,2017-07-13 11:24:00 UTC
/discussion.cgi?disc=199610;article=310027;title=PPC%20Posting%20Board,/archive/2017/07b#post-158930,158930,2017-07-14 15:37:00 UTC
/discussion.cgi?disc=199610;article=309998;title=PPC%20Posting%20Board,/archive/2017/07b#post-158931,158931,2017-07-12 14:05:00 UTC
/discussion.cgi?disc=199610;article=310004;title=PPC%20Posting%20Board,/archive/2017/07b#post-158932,158932,2017-07-12 16:49:00 UTC
/discussion.cgi?disc=199610;article=310003;title=PPC%20Posting%20Board,/archive/2017/07b#post-158933,158933,2017-07-12 16:33:00 UTC
/discussion.cgi?disc=199610;article=309988;title=PPC%20Posting%20Board,/archive/2017/07b#post-158934,158934,2017-07-12 08:17:00 UTC
/discussion.cgi?disc=199610;article=310090;title=PPC%20Posting%20Board,/archive/2017/07b#post-158935,158935,2017-07-18 07:05:00 UTC
/discussion.cgi?disc=199610;article=310091;title=PPC%20Posting%20Board,/archive/2017/07b#post-158936,158936,2017-07-18 09:08:00 UTC
/discussion.cgi?disc=199610;article=310114;title=PPC%20Posting%20Board,/archive/2017/07b#post-158937,158937,2017-07-18 20:37:00 UTC
/discussion.cgi?disc=199610;article=310115;title=PPC%20Posting%20Board,/archive/2017/07b#post-158938,158938,2017-07-18 21:22:00 UTC
/discussion.cgi?disc=199610;article=310121;title=PPC%20Posting%20Board,/archive/2017/07b#post-158939,158939,2017-07-19 03:04:00 UTC
/discussion.cgi?disc=199610;article=309989;title=PPC%20Posting%20Board,/archive/2017/07b#post-158940,158940,2017-07-12 09:34:00 UTC
/discussion.cgi?disc=199610;article=310010;title=PPC%20Posting%20Board,/archive/2017/07b#post-158941,158941,2017-07-13 00:05:00 UTC
/discussion.cgi?disc=199610;article=310012;title=PPC%20Posting%20Board,/archive/2017/07b#post-158942,158942,2017-07-13 07:55:00 UTC
/discussion.cgi?disc=199610;article=310000;title=PPC%20Posting%20Board,/archive/2017/07b#post-158943,158943,2017-07-12 14:16:00 UTC
/discussion.cgi?disc=199610;article=309981;title=PPC%20Posting%20Board,/archive/2017/07b#post-158944,158944,2017-07-11 16:19:00 UTC
/discussion.cgi?disc=199610;article=309982;title=PPC%20Posting%20Board,/archive/2017/07b#post-158945,158945,2017-07-11 16:50:00 UTC
/discussion.cgi?disc=199610;article=309987;title=PPC%20Posting%20Board,/archive/2017/07b#post-158946,158946,2017-07-12 06:35:00 UTC
/discussion.cgi?disc=199610;article=309980;title=PPC%20Posting%20Board,/archive/2017/07b#post-158947,158947,2017-07-11 14:51:00 UTC
/discussion.cgi?disc=199610;article=309993;title=PPC%20Posting%20Board,/archive/2017/07b#post-158948,158948,2017-07-12 12:21:00 UTC
/discussion.cgi?disc=199610;article=309999;title=PPC%20Posting%20Board,/archive/2017/07b#post-158949,158949,2017-07-12 14:11:00 UTC
/discussion.cgi?disc=199610;article=309969;title=PPC%20Posting%20Board,/archive/2017/07b#post-158950,158950,2017-07-11 00:33:00 UTC
/discussion.cgi?disc=199610;article=309983;title=PPC%20Posting%20Board,/archive/2017/07b#post-158951,158951,2017-07-11 18:32:00 UTC
/discussion.cgi?disc=199610;article=309984;title=PPC%20Posting%20Board,/archive/2017/07b#post-158952,158952,2017-07-11 19:03:00 UTC
/discussion.cgi?disc=199610;article=309959;title=PPC%20Posting%20Board,/archive/2017/07b#post-158953,158953,2017-07-10 15:56:00 UTC
/discussion.cgi?disc=199610;article=309960;title=PPC%20Posting%20Board,/archive/2017/07b#post-158954,158954,2017-07-10 16:20:00 UTC
/discussion.cgi?disc=199610;article=309961;title=PPC%20Posting%20Board,/archive/2017/07b#post-158955,158955,2017-07-10 16:25:00 UTC
/discussion.cgi?disc=199610;article=309962;title=PPC%20Posting%20Board,/archive/2017/07b#post-158956,158956,2017-07-10 16:33:00 UTC
/discussion.cgi?disc=199610;article=309964;title=PPC%20Posting%20Board,/archive/2017/07b#post-158957,158957,2017-07-10 17:33:00 UTC
/discussion.cgi?disc=199610;article=309963;title=PPC%20Posting%20Board,/archive/2017/07b#post-158958,158958,2017-07-10 16:52:00 UTC
/discussion.cgi?disc=199610;article=309967;title=PPC%20Posting%20Board,/archive/2017/07b#post-158959,158959,2017-07-10 20:16:00 UTC
/discussion.cgi?disc=199610;article=309968;title=PPC%20Posting%20Board,/archive/2017/07b#post-158960,158960,2017-07-10 20:21:00 UTC
/discussion.cgi?disc=199610;article=309957;title=PPC%20Posting%20Board,/archive/2017/07b#post-158961,158961,2017-07-10 14:31:00 UTC
/discussion.cgi?disc=199610;article=309955;title=PPC%20Posting%20Board,/archive/2017/07b#post-158962,158962,2017-07-10 14:25:00 UTC
/discussion.cgi?disc=199610;article=309942;title=PPC%20Posting%20Board,/archive/2017/07a#post-158963,158963,2017-07-09 00:05:00 UTC
/discussion.cgi?disc=199610;article=309956;title=PPC%20Posting%20Board,/archive/2017/07a#post-158964,158964,2017-07-10 14:27:00 UTC
/discussion.cgi?disc=199610;article=309945;title=PPC%20Posting%20Board,/archive/2017/07a#post-158965,158965,2017-07-09 05:48:00 UTC
/discussion.cgi?disc=199610;article=310011;title=PPC%20Posting%20Board,/archive/2017/07a#post-158966,158966,2017-07-13 00:37:00 UTC
/discussion.cgi?disc=199610;article=309931;title=PPC%20Posting%20Board,/archive/2017/07a#post-158967,158967,2017-07-08 15:32:00 UTC
/discussion.cgi?disc=199610;article=309887;title=PPC%20Posting%20Board,/archive/2017/07a#post-158968,158968,2017-07-07 11:52:00 UTC
/discussion.cgi?disc=199610;article=309929;title=PPC%20Posting%20Board,/archive/2017/07a#post-158969,158969,2017-07-08 07:14:00 UTC
/discussion.cgi?disc=199610;article=309926;title=PPC%20Posting%20Board,/archive/2017/07a#post-158970,158970,2017-07-08 03:45:00 UTC
/discussion.cgi?disc=199610;article=309918;title=PPC%20Posting%20Board,/archive/2017/07a#post-158971,158971,2017-07-07 16:57:00 UTC
/discussion.cgi?disc=199610;article=309914;title=PPC%20Posting%20Board,/archive/2017/07a#post-158972,158972,2017-07-07 15:34:00 UTC
/discussion.cgi?disc=199610;article=309911;title=PPC%20Posting%20Board,/archive/2017/07a#post-158973,158973,2017-07-07 15:19:00 UTC
/discussion.cgi?disc=199610;article=309901;title=PPC%20Posting%20Board,/archive/2017/07a#post-158974,158974,2017-07-07 14:57:00 UTC
/discussion.cgi?disc=199610;article=309899;title=PPC%20Posting%20Board,/archive/2017/07a#post-158975,158975,2017-07-07 14:11:00 UTC
/discussion.cgi?disc=199610;article=309898;title=PPC%20Posting%20Board,/archive/2017/07a#post-158976,158976,2017-07-07 14:04:00 UTC
/discussion.cgi?disc=199610;article=309895;title=PPC%20Posting%20Board,/archive/2017/07a#post-158977,158977,2017-07-07 13:14:00 UTC
/discussion.cgi?disc=199610;article=309892;title=PPC%20Posting%20Board,/archive/2017/07a#post-158978,158978,2017-07-07 12:45:00 UTC
/discussion.cgi?disc=199610;article=309890;title=PPC%20Posting%20Board,/archive/2017/07a#post-158979,158979,2017-07-07 12:33:00 UTC
/discussion.cgi?disc=199610;article=309888;title=PPC%20Posting%20Board,/archive/2017/07a#post-158980,158980,2017-07-07 12:18:00 UTC
/discussion.cgi?disc=199610;article=309883;title=PPC%20Posting%20Board,/archive/2017/07a#post-158981,158981,2017-07-07 10:28:00 UTC
/discussion.cgi?disc=199610;article=309952;title=PPC%20Posting%20Board,/archive/2017/07a#post-158982,158982,2017-07-10 05:14:00 UTC
/discussion.cgi?disc=199610;article=309941;title=PPC%20Posting%20Board,/archive/2017/07a#post-158983,158983,2017-07-08 22:58:00 UTC
/discussion.cgi?disc=199610;article=309954;title=PPC%20Posting%20Board,/archive/2017/07a#post-158984,158984,2017-07-10 14:11:00 UTC
/discussion.cgi?disc=199610;article=309951;title=PPC%20Posting%20Board,/archive/2017/07a#post-158985,158985,2017-07-10 05:08:00 UTC
/discussion.cgi?disc=199610;article=309944;title=PPC%20Posting%20Board,/archive/2017/07a#post-158986,158986,2017-07-09 05:46:00 UTC
/discussion.cgi?disc=199610;article=309946;title=PPC%20Posting%20Board,/archive/2017/07a#post-158987,158987,2017-07-09 07:05:00 UTC
/discussion.cgi?disc=199610;article=309948;title=PPC%20Posting%20Board,/archive/2017/07a#post-158988,158988,2017-07-09 16:12:00 UTC
/discussion.cgi?disc=199610;article=309922;title=PPC%20Posting%20Board,/archive/2017/07a#post-158989,158989,2017-07-07 17:22:00 UTC
/discussion.cgi?disc=199610;article=309915;title=PPC%20Posting%20Board,/archive/2017/07a#post-158990,158990,2017-07-07 16:06:00 UTC
/discussion.cgi?disc=199610;article=309900;title=PPC%20Posting%20Board,/archive/2017/07a#post-158991,158991,2017-07-07 14:47:00 UTC
/discussion.cgi?disc=199610;article=309912;title=PPC%20Posting%20Board,/archive/2017/07a#post-158992,158992,2017-07-07 15:24:00 UTC
/discussion.cgi?disc=199610;article=309913;title=PPC%20Posting%20Board,/archive/2017/07a#post-158993,158993,2017-07-07 15:31:00 UTC
/discussion.cgi?disc=199610;article=309908;title=PPC%20Posting%20Board,/archive/2017/07a#post-158994,158994,2017-07-07 15:12:00 UTC
/discussion.cgi?disc=199610;article=309902;title=PPC%20Posting%20Board,/archive/2017/07a#post-158995,158995,2017-07-07 14:57:00 UTC
/discussion.cgi?disc=199610;article=309903;title=PPC%20Posting%20Board,/archive/2017/07a#post-158996,158996,2017-07-07 15:06:00 UTC
/discussion.cgi?disc=199610;article=309904;title=PPC%20Posting%20Board,/archive/2017/07a#post-158997,158997,2017-07-07 15:08:00 UTC
/discussion.cgi?disc=199610;article=309906;title=PPC%20Posting%20Board,/archive/2017/07a#post-158998,158998,2017-07-07 15:11:00 UTC
/discussion.cgi?disc=199610;article=309907;title=PPC%20Posting%20Board,/archive/2017/07a#post-158999,158999,2017-07-07 15:12:00 UTC
/discussion.cgi?disc=199610;article=309916;title=PPC%20Posting%20Board,/archive/2017/07a#post-159000,159000,2017-07-07 16:09:00 UTC
/discussion.cgi?disc=199610;article=309917;title=PPC%20Posting%20Board,/archive/2017/07a#post-159001,159001,2017-07-07 16:40:00 UTC
/discussion.cgi?disc=199610;article=309897;title=PPC%20Posting%20Board,/archive/2017/07a#post-159002,159002,2017-07-07 14:04:00 UTC
/discussion.cgi?disc=199610;article=309891;title=PPC%20Posting%20Board,/archive/2017/07a#post-159003,159003,2017-07-07 12:41:00 UTC
